AERONET Version 3
Amazon_ATTO_Tower
Version 3: Almucantar Level 1.5 Inversion
The following data are cloud cleared and quality controls have been applied but these data may not have final calibration applied.  These data may change.
All Points,Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br 
UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html
Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Amazon_ATTO_Tower,18:02:2020,12:47:39,49,49.533090,0.049966,0.022190,0.015542,0.017246,1.729242,50.271499,51.000174,2.470408,0.089284,0.473844,3,10,6,4,3,10,8,4,3,10,6,4,3,10,7,4,0.026190,0.031860,0.302900,0.304050,0,0,12:04:2020,13:41:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:02:2020,20:58:06,49,49.873681,0.036263,0.014519,0.017474,0.013742,1.181277,72.669653,71.937209,2.039402,0.022939,0.381744,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.034660,0.040880,0.369160,0.362360,0,0,12:04:2020,13:40:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,18:02:2020,21:15:30,49,49.885764,0.033518,0.015035,0.018711,0.015611,0.960640,76.914218,76.183018,2.286903,0.016642,0.381951,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.037720,0.044190,0.393510,0.384280,0,0,12:04:2020,13:41:29,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,28:02:2020,12:22:18,59,59.515486,0.004736,0.003481,0.007994,0.009003,-0.610155,55.850746,56.591920,3.006644,0.030401,0.120764,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,3,0.027660,0.033400,0.312720,0.313610,0,0,12:04:2020,14:28:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,28:02:2020,12:46:18,59,59.532153,0.005159,0.004051,0.005865,0.005900,-0.108637,49.923961,50.664490,3.684504,0.119023,0.118215,3,10,8,4,3,10,8,4,3,10,8,3,3,10,7,4,0.026300,0.031900,0.301330,0.302740,0,0,12:04:2020,14:27:59,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,29:02:2020,20:56:40,60,60.872685,0.006528,0.003823,0.003354,0.002798,1.003739,72.649043,71.907515,6.940109,0.040344,0.105836,4,10,7,6,4,10,3,6,4,10,3,3,4,8,3,3,0.035000,0.041140,0.368010,0.361390,0,0,12:04:2020,14:12:40,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,29:02:2020,21:14:16,60,60.884907,0.007234,0.005145,0.006548,0.006664,0.214320,76.994700,76.254703,4.090241,0.022682,0.106986,4,10,7,6,4,8,2,3,4,6,2,3,4,8,2,2,0.038260,0.044620,0.393040,0.383850,0,0,12:04:2020,14:13:05,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:03:2020,20:21:48,63,63.848472,0.004556,0.003637,0.005606,0.005585,-0.216339,64.158451,63.414151,2.475714,0.105261,0.148851,3,10,8,5,3,10,8,3,3,10,8,2,3,10,8,3,0.030610,0.036420,0.333730,0.330480,0,0,13:05:2020,13:30:58,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:03:2020,20:55:58,63,63.872199,0.001074,0.000696,0.000537,0.000457,1.014772,72.630322,71.886958,28.136477,0.159858,0.145164,4,10,7,4,4,10,6,2,4,10,6,2,4,10,6,1,0.035000,0.041130,0.367900,0.361300,0,0,13:05:2020,13:30:28,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2020,20:21:33,64,64.848299,0.001922,0.001221,0.000932,0.000791,1.060103,64.147132,63.402251,55.649964,1.034350,0.125890,3,10,6,4,3,8,5,3,3,6,5,2,3,4,5,2,0.030610,0.036410,0.333710,0.330440,0,0,13:05:2020,13:42:18,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2020,20:55:44,64,64.872037,0.008256,0.007083,0.010498,0.010436,-0.277041,72.629485,71.885579,2.727702,0.030387,0.130557,4,10,7,6,4,8,6,6,4,6,6,5,1,7,5,4,0.034970,0.041110,0.367810,0.361300,0,0,13:05:2020,13:42:46,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:03:2020,21:13:08,64,64.884120,0.008650,0.007089,0.009672,0.009051,-0.097380,76.939442,76.197088,3.478989,0.040296,0.128382,4,9,7,6,4,9,6,6,4,9,7,6,4,7,6,5,0.038130,0.044510,0.392440,0.383510,0,0,13:05:2020,13:42:46,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,06:03:2020,19:19:15,66,66.805035,0.001093,0.001927,0.008332,0.008854,-2.799824,48.763109,48.017002,0.752028,0.017633,0.110768,3,11,7,4,3,11,7,4,3,11,7,4,4,10,7,4,0.025960,0.031470,0.297510,0.297790,0,0,13:05:2020,13:34:01,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,06:03:2020,19:55:08,66,66.829954,0.000986,0.000656,0.004638,0.006757,-1.928810,57.688320,56.942137,2.047773,0.068669,0.111298,4,10,7,5,4,10,7,5,4,10,7,5,4,10,8,4,0.028140,0.033820,0.314640,0.313380,0,0,13:05:2020,13:32:46,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,07:03:2020,19:19:10,67,67.804977,0.001290,0.000866,0.000672,0.000580,0.952404,48.791700,48.045007,4.717110,0.402785,0.119283,3,11,7,3,3,10,7,3,3,8,6,4,4,7,6,4,0.025970,0.031480,0.297560,0.297830,0,0,13:05:2020,13:45:39,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,11:03:2020,19:55:58,71,71.830532,0.003267,0.001819,0.001862,0.001831,0.880632,58.206628,57.458477,4.668944,0.072014,0.203510,4,10,5,4,4,10,4,3,4,8,5,3,4,10,2,3,0.028290,0.033990,0.315840,0.314490,0,0,13:05:2020,13:32:45,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:03:2020,11:06:55,72,72.463137,0.011125,0.013546,0.019698,0.019752,-0.796820,73.788445,74.534677,7.639651,0.070134,0.218406,4,10,7,6,4,10,7,5,4,10,7,6,4,10,7,6,0.035100,0.041740,0.374460,0.373210,0,0,13:05:2020,13:42:07,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:03:2020,12:41:06,72,72.528542,0.012752,0.011731,0.014707,0.013831,-0.166360,50.309221,51.057791,1.923071,0.061705,0.178326,3,10,7,4,3,10,7,4,3,10,7,4,3,10,4,3,0.026130,0.031780,0.300690,0.302420,0,0,13:05:2020,13:43:30,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:03:2020,20:19:58,72,72.847199,0.003266,0.002226,0.003837,0.003631,-0.116576,64.263624,63.515606,9.364966,0.362751,0.170024,3,10,8,5,3,10,8,5,3,10,8,5,3,10,7,4,0.030460,0.036320,0.332690,0.329780,0,0,13:05:2020,13:42:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:03:2020,20:54:05,72,72.870891,0.016742,0.016004,0.021542,0.021616,-0.319167,72.764028,72.017145,10.526632,0.224356,0.171973,4,10,7,6,4,9,7,6,4,9,7,6,4,10,7,6,0.034960,0.041190,0.367430,0.360860,0,0,13:05:2020,13:42:19,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,12:03:2020,21:11:58,72,72.883310,0.019719,0.019648,0.023408,0.023864,-0.223780,77.211070,76.465871,6.650596,0.338197,0.191198,4,9,7,6,4,5,4,6,4,4,1,6,4,4,2,6,0.038200,0.044700,0.392560,0.384030,0,0,13:05:2020,13:42:28,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,16:03:2020,13:16:11,76,76.552905,0.022253,0.016218,0.012234,0.010154,0.861450,41.295756,42.044975,11.270340,1.366450,0.224980,4,11,7,2,4,10,8,2,4,11,4,2,2,11,3,2,0.024700,0.030160,0.287130,0.289590,0,0,13:05:2020,13:51:06,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:03:2020,11:04:11,81,81.461238,0.000830,0.000962,0.003925,0.004390,-2.071120,73.942739,74.689515,2.425312,0.056851,0.102019,4,9,7,6,4,6,7,6,4,6,7,4,4,7,7,4,0.035820,0.042200,0.373330,0.372880,0,0,13:05:2020,13:45:19,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:03:2020,12:16:27,81,81.511424,0.000847,0.001376,0.005295,0.007936,-2.519787,55.924340,56.672761,1.133507,0.060632,0.107568,4,8,5,4,4,8,7,4,4,8,8,4,4,8,8,4,0.027790,0.033320,0.309720,0.311470,0,0,13:05:2020,13:45:49,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:03:2020,12:40:28,81,81.528102,0.002944,0.003656,0.007119,0.009626,-1.210087,49.932947,50.681315,0.685680,0.038144,0.108897,3,10,7,4,3,10,8,4,3,10,8,4,3,10,8,4,0.026350,0.031740,0.298220,0.300430,0,0,13:05:2020,13:45:51,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:03:2020,13:14:36,81,81.551806,0.001702,0.002575,0.006994,0.009091,-1.952796,41.420045,42.168056,1.872458,0.054146,0.110915,4,11,8,2,4,7,5,2,4,9,8,2,4,11,8,2,0.024880,0.030130,0.286380,0.289070,0,0,13:05:2020,13:45:29,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:03:2020,21:10:20,81,81.882176,0.009681,0.008849,0.012472,0.011620,-0.309802,77.568906,76.823362,3.370957,0.027633,0.155497,4,10,7,6,4,9,7,6,4,8,7,4,4,9,5,5,0.039240,0.045470,0.392950,0.385060,0,0,13:05:2020,13:45:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,22:03:2020,11:03:52,82,82.461019,0.004179,0.002666,0.007075,0.007862,-0.579359,73.963863,74.710507,1.154179,0.030334,0.127753,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.035830,0.042220,0.373490,0.372990,0,0,13:05:2020,13:57:45,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,22:03:2020,11:34:07,82,82.482025,0.005587,0.003582,0.007670,0.008013,-0.305889,66.427310,67.175137,1.112842,0.055378,0.125841,3,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.031560,0.037480,0.339580,0.340230,0,0,13:05:2020,13:57:17,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,22:03:2020,12:16:06,82,82.511181,0.006285,0.003376,0.007099,0.008172,-0.006816,55.958267,56.706434,1.225519,0.062088,0.114380,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.027800,0.033330,0.309790,0.311530,0,0,13:05:2020,13:58:34,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,22:03:2020,12:40:09,82,82.527882,0.006678,0.006823,0.009919,0.009822,-0.523616,49.960891,50.708936,1.193146,0.052378,0.109074,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,3,0.026350,0.031740,0.298280,0.300470,0,0,13:05:2020,13:58:23,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,22:03:2020,13:14:18,82,82.551597,0.005914,0.005043,0.008856,0.009267,-0.489991,41.448409,42.195940,0.895267,0.052741,0.107550,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.024880,0.030130,0.286410,0.289100,0,0,13:05:2020,13:58:26,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,25:03:2020,12:15:10,85,85.510532,0.001168,0.000724,0.000547,0.000457,1.111628,56.040119,56.787225,18.645032,0.335944,0.092806,4,10,8,4,4,10,8,3,4,10,8,1,4,10,8,2,0.027830,0.033360,0.309990,0.311710,0,0,13:05:2020,14:01:11,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,25:03:2020,12:39:16,85,85.527269,0.001037,0.000649,0.000491,0.000411,1.094460,50.039936,50.786655,20.039484,0.294949,0.092483,3,10,8,4,3,10,8,3,3,10,8,2,3,10,8,3,0.026370,0.031760,0.298400,0.300600,0,0,13:05:2020,14:01:04,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,25:03:2020,13:13:15,85,85.550868,0.003738,0.004616,0.005979,0.006121,-0.667302,41.587259,42.332892,1.332830,0.132352,0.098984,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.024900,0.030150,0.286570,0.289250,0,0,13:05:2020,14:01:44,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:03:2020,11:02:36,86,86.460139,0.005246,0.005582,0.006271,0.005822,-0.248893,74.053464,74.799198,9.334730,0.568058,0.092088,4,10,7,6,4,10,7,6,4,10,7,5,4,10,7,5,0.035890,0.042280,0.373960,0.373460,0,0,13:05:2020,13:44:30,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:03:2020,11:32:47,86,86.481100,0.007633,0.006245,0.005427,0.004847,0.496328,66.543626,67.290355,9.716196,0.842932,0.102642,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.031610,0.037540,0.340020,0.340630,0,0,13:05:2020,13:44:33,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:03:2020,12:38:53,86,86.527002,0.012076,0.014340,0.013985,0.013673,-0.234476,50.092548,50.838712,8.287145,1.144844,0.103432,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,2,0.026390,0.031780,0.298500,0.300680,0,0,13:05:2020,13:44:57,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:03:2020,13:12:59,86,86.550683,0.006400,0.007144,0.006816,0.006165,-0.109429,41.618474,42.363319,8.034706,0.753916,0.086189,4,11,8,2,4,11,8,2,4,11,8,2,4,11,8,2,0.024900,0.030160,0.286610,0.289280,0,0,13:05:2020,13:44:46,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,29:03:2020,12:13:53,89,89.509641,0.006011,0.006173,0.007233,0.006297,-0.249088,56.182728,56.927732,7.838211,0.550850,0.068846,4,10,8,4,4,10,8,4,4,4,8,3,4,1,5,2,0.027670,0.033240,0.309580,0.311610,0,0,19:04:2020,21:32:11,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,29:03:2020,13:12:09,89,89.550104,0.003674,0.009468,0.009579,0.009074,-1.487692,41.738119,42.480162,4.843642,0.364379,0.075980,4,11,7,2,4,11,8,2,4,7,8,1,4,8,4,1,0.024710,0.029960,0.285970,0.288920,0,0,19:04:2020,21:32:34,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:04:2020,19:45:40,94,94.823380,0.001271,0.001725,0.003238,0.003639,-1.300055,57.839675,57.098288,3.933674,0.295701,0.044019,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.028360,0.033820,0.312430,0.311980,0,0,07:04:2020,17:40:04,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,03:04:2020,20:09:35,94,94.839988,0.003156,0.003375,0.005904,0.006311,-0.836897,63.754497,63.012230,6.756673,0.528124,0.054720,3,10,8,5,3,10,8,5,2,10,8,4,2,10,7,2,0.030500,0.036140,0.328510,0.326710,0,0,07:04:2020,09:06:06,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:04:2020,19:06:30,112,112.796181,0.004209,0.006959,0.007455,0.006224,-0.872304,50.467631,49.754598,9.187535,0.256143,0.046888,1,7,8,4,3,9,8,4,3,10,8,4,3,10,8,3,0.026750,0.032110,0.296920,0.298240,0,0,24:04:2020,19:46:37,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:04:2020,19:35:48,112,112.816528,0.002115,0.002889,0.005041,0.005367,-1.214547,57.470623,56.750790,1.646965,0.086664,0.045014,4,10,7,5,4,10,7,3,4,10,7,3,4,10,8,4,0.028660,0.034190,0.310960,0.311170,0,0,24:04:2020,19:50:13,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:04:2020,20:01:52,112,112.834630,0.002531,0.002825,0.005096,0.005413,-0.943603,63.745378,63.021621,1.561250,0.076142,0.044272,3,10,8,4,3,10,8,4,3,9,8,4,3,10,8,4,0.031010,0.036760,0.328080,0.326930,0,0,24:04:2020,19:56:33,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:04:2020,20:36:40,112,112.858796,0.002879,0.002451,0.005068,0.005704,-0.701374,72.161340,71.434695,2.411909,0.051411,0.042428,4,10,7,5,4,10,7,2,4,10,7,1,4,10,7,1,0.035620,0.041790,0.361380,0.357550,0,0,24:04:2020,19:59:47,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:04:2020,20:55:31,112,112.871887,0.003310,0.003233,0.004806,0.004599,-0.482708,76.727770,76.001161,2.633276,0.036484,0.041573,4,10,7,6,4,10,5,1,4,10,5,1,4,10,5,1,0.039200,0.045710,0.387210,0.381180,0,0,24:04:2020,20:04:02,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:06:2020,11:37:15,167,167.484201,0.006026,0.004846,0.005296,0.005011,0.222730,67.247444,67.917557,12.237944,0.544868,0.087310,4,10,7,6,4,10,7,6,4,10,7,6,4,8,7,6,0.034140,0.040600,0.331390,0.336370,0,0,29:07:2020,11:14:27,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:06:2020,12:24:52,167,167.517269,0.009264,0.006638,0.005415,0.004625,0.785340,56.764162,57.414099,10.088751,0.713563,0.095926,4,10,7,4,4,10,7,4,4,10,7,4,4,10,7,4,0.029050,0.034850,0.298720,0.303640,0,0,29:07:2020,11:14:29,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:06:2020,12:52:16,167,167.536296,0.007377,0.006046,0.005576,0.004974,0.415338,50.918737,51.549775,9.135461,0.986305,0.103632,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.027130,0.032690,0.286520,0.291470,0,0,29:07:2020,11:14:34,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:06:2020,11:38:22,173,173.484977,0.006901,0.002731,0.006498,0.007103,0.306406,67.311502,67.981075,1.238411,0.025644,0.126369,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.034360,0.041220,0.324990,0.329140,0,0,29:07:2020,11:11:59,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:06:2020,12:26:04,173,173.518102,0.007344,0.003524,0.006391,0.006613,0.362513,56.819125,57.468429,0.854350,0.016331,0.140479,4,10,7,4,4,10,7,4,4,10,7,4,4,10,7,4,0.028680,0.034870,0.292990,0.296920,0,0,29:07:2020,11:11:53,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:06:2020,12:53:41,173,173.537280,0.014841,0.009995,0.010521,0.010350,0.547781,50.934341,51.564509,0.983418,0.052746,0.130140,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.026520,0.032470,0.281050,0.284940,0,0,29:07:2020,11:11:11,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,21:06:2020,13:14:29,173,173.551725,0.011109,0.008567,0.010605,0.011760,0.124647,46.640607,47.250972,0.687220,0.052076,0.121478,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.025270,0.031080,0.274190,0.278070,0,0,29:07:2020,11:10:52,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,22:06:2020,11:38:34,174,174.485116,0.005058,0.006597,0.009255,0.007687,-0.856720,67.313576,67.983204,6.020008,0.031398,0.106043,2,2,3,6,4,3,2,6,4,2,3,6,1,3,6,6,0.034370,0.041230,0.325030,0.329150,0,0,29:07:2020,11:24:47,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:06:2020,12:54:41,178,178.537975,0.010132,0.007185,0.005678,0.004937,0.843161,50.905122,51.536274,8.410036,0.469327,0.099277,3,10,8,4,3,10,8,4,3,10,7,4,3,9,5,3,0.026050,0.032290,0.285770,0.288940,0,0,29:07:2020,11:20:44,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,26:06:2020,13:15:41,178,178.552558,0.004861,0.003396,0.002649,0.002264,0.883216,46.563442,47.174697,9.991825,0.553127,0.094455,4,10,8,3,4,10,8,3,3,10,6,3,4,10,3,3,0.024800,0.030870,0.278460,0.281600,0,0,29:07:2020,11:20:35,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,02:07:2020,13:15:58,184,184.552755,0.018887,0.031946,0.032519,0.029972,-0.840909,46.584293,47.199815,15.546328,1.311118,0.197623,4,10,8,3,4,10,6,3,4,10,4,3,4,8,2,2,0.024810,0.030880,0.278500,0.281640,0,0,30:08:2020,11:31:15,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,04:07:2020,20:35:52,186,186.858241,0.001584,0.001035,0.000816,0.000704,0.974645,72.062662,71.384443,9.724353,0.281893,0.163531,4,10,1,3,4,10,1,1,4,8,1,1,4,8,1,1,0.034320,0.041950,0.356030,0.355570,0,0,30:08:2020,10:33:38,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:07:2020,12:28:44,187,187.519954,0.005086,0.004508,0.006023,0.006118,-0.191987,56.606796,57.261534,2.270733,0.094576,0.141364,4,10,7,4,4,10,7,4,4,10,7,4,4,10,7,4,0.026190,0.033040,0.302210,0.305690,0,0,30:08:2020,10:18:36,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:07:2020,12:55:42,187,187.538681,0.004733,0.004589,0.007366,0.007036,-0.571987,50.805849,51.442742,1.526576,0.089794,0.139882,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.024500,0.031110,0.290100,0.293380,0,0,30:08:2020,10:19:17,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,05:07:2020,13:16:30,187,187.553125,0.009688,0.007585,0.009607,0.010474,0.071026,46.462049,47.080030,2.181238,0.069168,0.153261,4,10,8,3,3,6,8,3,4,10,8,3,4,10,7,3,0.023500,0.029970,0.282950,0.286110,0,0,30:08:2020,10:18:35,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,13:07:2020,11:41:48,195,195.487361,0.001191,0.000708,0.000513,0.000435,1.230919,67.047189,67.727294,21.214447,0.447715,0.098767,4,7,7,6,4,8,5,2,4,6,4,4,2,5,3,1,0.027240,0.035700,0.336960,0.341990,0,0,30:08:2020,10:10:28,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:07:2020,11:41:51,196,196.487396,0.003827,0.002884,0.002772,0.002407,0.492179,67.028162,67.709169,6.800789,0.180588,0.101935,4,10,7,6,4,8,7,6,4,9,6,6,4,9,7,6,0.027230,0.035690,0.336900,0.341910,0,0,30:08:2020,10:21:22,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:07:2020,12:27:20,196,196.518981,0.003002,0.005483,0.007541,0.008438,-1.354597,56.825091,57.489357,1.215684,0.070144,0.095304,4,10,8,4,4,10,8,4,4,10,8,4,4,10,7,5,0.023500,0.031230,0.304830,0.308940,0,0,30:08:2020,10:22:20,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:07:2020,12:54:49,196,196.538067,0.008943,0.008259,0.008047,0.006708,0.157859,50.818850,51.466629,2.124063,0.159004,0.092747,3,10,8,4,3,10,7,4,3,10,7,4,3,10,7,4,0.022010,0.029470,0.292150,0.295960,0,0,30:08:2020,10:22:22,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:07:2020,13:15:42,196,196.552569,0.008214,0.008557,0.009082,0.008571,-0.141691,46.375904,47.006306,1.473758,0.119891,0.087656,4,10,8,3,4,10,8,3,4,10,8,3,4,10,8,3,0.021140,0.028440,0.284820,0.288440,0,0,30:08:2020,10:22:12,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,14:07:2020,20:00:04,196,196.833380,0.010655,0.009603,0.009151,0.008244,0.224885,63.395700,62.720238,4.476661,0.293458,0.106746,3,10,8,5,3,7,6,3,2,7,5,1,2,9,6,1,0.025920,0.033890,0.322310,0.323710,0,0,30:08:2020,10:22:23,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:07:2020,11:09:42,197,197.465069,0.004885,0.005253,0.007320,0.007364,-0.547869,74.359137,75.047092,1.847805,0.032447,0.104703,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.031430,0.040710,0.373280,0.379470,0,0,30:08:2020,10:34:31,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
Amazon_ATTO_Tower,15:07:2020,11:41:58,197,197.487477,0.004967,0.005406,0.007265,0.007652,-0.519143,66.991011,67.672933,1.386493,0.049417,0.106422,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.027210,0.035670,0.336750,0.341760,0,0,30:08:2020,10:34:50,931,-2.144117,-58.999867,210.000000,lev15,Almucantar
